round,pair,order,variant,job,wall_seconds,user_seconds,system_seconds,peak_rss_bytes,cycles,instructions,branches,branch_misses,cache_references,cache_misses,arena_calls,arena_bytes,output_bytes,source_bytes,source_lines,source_functions,output_sha256
0,2,1,0,10,0.019480740000290098,0.011502999999999999,0.0078119999999999995,30642176,NA,NA,NA,NA,NA,NA,NA,NA,106320,39898,2049,512,7b8f1ead52d1f75ea51a9518f4611f96b3105a83b8e9ff16958705114f2a13b3
0,2,0,1,21,0.12154801499855239,0.100798,0.020361000000000001,60465152,NA,NA,NA,NA,NA,NA,NA,NA,2209528,711531,19202,64,955dcf7525f03629d689feea1585905e0b8700805efb32f241197b1ebcb41ffa
0,2,1,0,21,0.12074306499926024,0.099259,0.021207999999999998,60424192,NA,NA,NA,NA,NA,NA,NA,NA,2209528,711531,19202,64,955dcf7525f03629d689feea1585905e0b8700805efb32f241197b1ebcb41ffa
0,2,0,1,6,0.024428050997812534,0.020185999999999999,0.0040720000000000001,30425088,NA,NA,NA,NA,NA,NA,NA,NA,126024,51085,1029,1,d6479df97612ac41a8966333a6ef58076a32dad29a20f6bc64e0a5b65673088c
0,2,1,0,6,0.027268809997622157,0.018480999999999997,0.0086439999999999989,31145984,NA,NA,NA,NA,NA,NA,NA,NA,126024,51085,1029,1,d6479df97612ac41a8966333a6ef58076a32dad29a20f6bc64e0a5b65673088c
0,2,0,0,12,0.037195466997218318,0.029047999999999997,0.007835,31514624,NA,NA,NA,NA,NA,NA,NA,NA,313424,280189,4101,1,0f9e44f960c45a3ca86cde574970381ef909d64a6bb2d20a17395bced584502a
0,2,1,1,12,0.03544890199918882,0.023283999999999999,0.011961999999999999,31481856,NA,NA,NA,NA,NA,NA,NA,NA,313424,280189,4101,1,0f9e44f960c45a3ca86cde574970381ef909d64a6bb2d20a17395bced584502a
0,2,0,0,8,0.02444289800041588,0.012208999999999999,0.012045,31789056,NA,NA,NA,NA,NA,NA,NA,NA,98128,39898,2049,512,d54e0d3e437f1319c5e0037da4750229225984f79f1ebd587b1323affae587ab
0,2,1,1,8,0.02319896400149446,0.018960999999999999,0.0040689999999999997,31789056,NA,NA,NA,NA,NA,NA,NA,NA,98128,39898,2049,512,d54e0d3e437f1319c5e0037da4750229225984f79f1ebd587b1323affae587ab
0,2,0,1,22,0.12660699100160855,0.11448699999999999,0.011866999999999999,58232832,NA,NA,NA,NA,NA,NA,NA,NA,1433848,711531,19202,64,7fe8e0e1367c4dc75afe736c0ee35e3a3755c0152301f3880ce2412132a22623
0,2,1,0,22,0.11288943399995333,0.100327,0.012069999999999999,58343424,NA,NA,NA,NA,NA,NA,NA,NA,1433848,711531,19202,64,7fe8e0e1367c4dc75afe736c0ee35e3a3755c0152301f3880ce2412132a22623
0,2,0,1,0,0.014525850001518847,0.014273999999999998,0,24764416,NA,NA,NA,NA,NA,NA,NA,NA,2008,133,5,1,a8c1633e798ef980493443e67e6fdb6eada42f775edf7051d304d09c3ddadf5a
0,2,1,0,0,0.014304753996839281,0.0069019999999999993,0.0071599999999999997,24739840,NA,NA,NA,NA,NA,NA,NA,NA,2008,133,5,1,a8c1633e798ef980493443e67e6fdb6eada42f775edf7051d304d09c3ddadf5a
0,2,0,0,9,0.13641985099820886,0.084987999999999994,0.048437999999999995,30666752,NA,NA,NA,NA,NA,NA,NA,NA,147280,39898,2049,512,02ee45f00f5fa967779eb017bd9c1965526161af8ee6a0f23a31a68b3dbbac77
